1,-5.440193548387098,27,1.0
1,-5.586322580645163,27,1.0
1,-5.732451612903228,27,1.0
1,-5.878580645161293,27,1.0
1,-6.024709677419358,27,1.0
1,-6.170838709677422,27,1.0
1,-6.316967741935487,27,1.0
1,-6.463096774193552,27,1.0
1,-6.594225806451616,27,0.5
1,-6.740354838709681,27,1.0
1,-6.886483870967746,27,1.0
1,-7.032612903225811,27,1.0
1,-7.178741935483876,27,1.0
1,-7.324870967741941,27,1.0
1,-7.471000000000005,27,1.0
1,-7.61712903225807,27,1.0
1,-3.9451612903225786,28,0.5
1,-4.044258064516127,28,0.4
1,-4.1433548387096755,28,0.4
1,-4.242451612903224,28,0.4
1,-157.75577419354877,14,0.5
1,-158.26432258064554,14,0.5
1,-158.7728709677423,14,0.5
1,-159.28141935483907,14,0.5
1,-159.78996774193584,14,0.5
1,-160.2985161290326,14,0.5
1,-160.80706451612937,14,0.5
1,-161.31561290322614,14,0.5
1,-161.8241612903229,14,0.5
1,-162.33270967741967,14,0.5
1,-162.84125806451644,14,0.5
1,-163.3498064516132,14,0.5
1,-163.85835483870997,14,0.5
1,-164.36690322580674,14,0.5
1,-164.8754516129035,14,0.5
1,-165.38400000000027,14,0.5
1,-165.89254838709704,14,0.5
1,-166.4010967741938,14,0.5
1,-166.90964516129057,14,0.5
1,-167.41819354838734,14,0.5
1,-167.9267419354841,14,0.5
1,-168.43529032258087,14,0.5
1,-168.94383870967764,14,0.5
1,-169.4523870967744,14,0.5
1,-169.96093548387117,14,0.5
1,-170.46948387096793,14,0.5
1,-170.9780322580647,14,0.5
1,-171.48658064516147,14,0.5
1,-171.99512903225823,14,0.5
1,-172.503677419355,14,0.5
1,-173.01222580645177,14,0.5
1,-173.52077419354853,14,0.5
1,-174.0293225806453,14,0.5
1,-174.53787096774207,14,0.5
1,-175.04641935483883,14,0.5
1,-175.5549677419356,14,0.5
1,-176.06351612903237,14,0.5
1,-176.58106451612915,14,0.8
1,-177.09261290322593,14,0.6000000000000001
1,-177.6011612903227,14,0.5
1,-178.10970967741946,14,0.5
1,-178.61825806451623,14,0.5
1,-179.126806451613,14,0.5
1,-179.63535483870976,14,0.5
1,-180.14390322580653,14,0.5
1,-180.6524516129033,14,0.5
1,-181.16100000000006,14,0.5
1,-181.66954838709682,14,0.5
1,-182.1780967741936,14,0.5
1,-182.67764516129037,14,0.2
1,-183.18619354838714,14,0.5
1,-183.6947419354839,14,0.5
1,-184.20329032258067,14,0.5
1,-184.71183870967744,14,0.5
1,-185.2203870967742,14,0.5
1,-185.72893548387097,14,0.5
1,-186.23748387096774,14,0.5
1,-186.7460322580645,14,0.5
1,-187.25458064516127,14,0.5
1,-187.76312903225804,14,0.5
1,-188.2716774193548,14,0.5
1,-188.76522580645158,14,0.0
1,-189.27377419354835,14,0.5
1,-189.78232258064511,14,0.5
1,-190.29087096774188,14,0.5
1,-190.79941935483865,14,0.5
1,-191.3079677419354,14,0.5
1,-191.81651612903218,14,0.5
1,-192.32506451612895,14,0.5
1,-192.8336129032257,14,0.5
1,-193.34216129032248,14,0.5
1,-193.85070967741925,14,0.5
1,-194.359258064516,14,0.5
1,-194.86780645161278,14,0.5
1,-195.37635483870955,14,0.5
1,-195.8849032258063,14,0.5
1,-196.39345161290308,14,0.5
1,-196.90199999999984,14,0.5
1,-197.4105483870966,14,0.5
1,-197.91909677419338,14,0.5
1,-198.42764516129014,14,0.5
1,-198.9361935483869,14,0.5
1,-199.44474193548368,14,0.5
1,-199.95329032258044,14,0.5
1,-200.4618387096772,14,0.5
1,-200.97038709677398,14,0.5
1,-201.47893548387074,14,0.5
1,-201.9874838709675,14,0.5
1,-202.49603225806428,14,0.5
1,-203.00458064516104,14,0.5
1,-203.5131290322578,14,0.5
1,-204.02167741935457,14,0.5
1,-204.53022580645134,14,0.5
1,-205.0387741935481,14,0.5
1,-205.54732258064487,14,0.5
1,-206.05587096774164,14,0.5
1,-206.5644193548384,14,0.5
1,-207.07296774193517,14,0.5
1,-207.58151612903194,14,0.5
1,-208.0900645161287,14,0.5
1,-208.59861290322547,14,0.5
1,-209.10716129032224,14,0.5
1,-209.615709677419,14,0.5
1,-210.12425806451577,14,0.5
1,-210.63280645161254,14,0.5
1,-211.1413548387093,14,0.5
1,-211.64990322580607,14,0.5
1,-212.15845161290284,14,0.5
1,-212.6669999999996,14,0.5
1,-213.17554838709637,14,0.5
1,-213.68409677419314,14,0.5
1,-214.1926451612899,14,0.5
1,-214.70119354838667,14,0.5
1,-215.20974193548344,14,0.5
1,-215.7182903225802,14,0.5
1,-216.22683870967697,14,0.5
1,-216.72938709677373,14,0.30000000000000004
1,-217.2379354838705,14,0.5
1,-217.74648387096727,14,0.5
1,-218.25503225806403,14,0.5
1,-218.7635806451608,14,0.5
1,-219.26012903225757,14,0.1
1,-219.76867741935433,14,0.5
1,-220.2772258064511,14,0.5
1,-220.78577419354787,14,0.5
1,-221.29732258064465,14,0.6000000000000001
1,-221.8058709677414,14,0.5
1,-222.31441935483818,14,0.5
1,-222.82296774193495,14,0.5
1,-223.3315161290317,14,0.5
1,-223.84006451612848,14,0.5
1,-224.33661290322524,14,0.1
1,-224.845161290322,14,0.5
1,-225.35370967741878,14,0.5
1,-225.86225806451554,14,0.5
1,-226.3708064516123,14,0.5
1,-226.87935483870908,14,0.5
1,-227.38790322580584,14,0.5
1,-227.91145161290262,14,1.0
1,-228.4199999999994,14,0.5
1,-228.92854838709616,14,0.5
1,-229.43709677419292,14,0.5
1,-229.9456451612897,14,0.5
1,-230.45419354838646,14,0.5
1,-230.96274193548322,14,0.5
1,-231.47129032258,14,0.5
1,-231.97983870967676,14,0.5
1,-232.48838709677352,14,0.5
1,-232.9969354838703,14,0.5
1,-233.50548387096705,14,0.5
1,-234.01403225806382,14,0.5
1,-234.5225806451606,14,0.5
1,-235.03112903225735,14,0.5
1,-235.53967741935412,14,0.5
1,-236.0482258064509,14,0.5
1,-236.55677419354765,14,0.5
1,-237.06532258064442,14,0.5
1,-237.5738709677412,14,0.5
1,-238.08241935483795,14,0.5
1,-238.59096774193472,14,0.5
1,-239.09951612903149,14,0.5
1,-239.60806451612825,14,0.5
1,-240.11661290322502,14,0.5
1,-240.62516129032178,14,0.5
1,-241.13370967741855,14,0.5
1,-241.64225806451532,14,0.5
1,-242.15080645161208,14,0.5
1,-242.65935483870885,14,0.5
1,-243.16790322580562,14,0.5
1,-243.67645161290238,14,0.5
1,-244.18499999999915,14,0.5
1,-244.69354838709592,14,0.5
1,-245.20209677419268,14,0.5
1,-245.71064516128945,14,0.5
1,-246.21919354838622,14,0.5
1,-246.72774193548298,14,0.5
1,-247.23629032257975,14,0.5
1,-247.74483870967651,14,0.5
1,-248.25338709677328,14,0.5
1,-248.76193548387005,14,0.5
1,-249.2704838709668,14,0.5
1,-249.77903225806358,14,0.5
1,-250.28758064516035,14,0.5
1,-250.7961290322571,14,0.5
1,-251.30467741935388,14,0.5
1,-251.81322580645065,14,0.5
1,-252.3217741935474,14,0.5
1,-252.83032258064418,14,0.5
1,-253.33887096774095,14,0.5
1,-253.8474193548377,14,0.5
1,-254.35596774193448,14,0.5
1,-254.86451612903124,14,0.5
1,-255.373064516128,14,0.5
1,-255.88161290322478,14,0.5
1,-256.39016129032154,14,0.5
1,-256.8987096774183,14,0.5
1,-257.4072580645151,14,0.5
1,-257.91580645161184,14,0.5
1,-258.4243548387086,14,0.5
1,-3.7488064516129014,28,0.4
1,-731.6513870967707,1,0.1
1,-573.6529354838672,8,0.8
1,-642.7772903225793,2,0.1
1,-468.58332258064553,3,0.9
1,-526.801322580644,7,0.0
1,-794.2532580645145,1,0.4
1,-697.1927419354839,2,0.1
1,-756.1189677419329,0,0.8
1,-46.082193548387366,0,0.0
1,-220.56632258064354,0,0.7000000000000001
1,-205.87454838709687,0,0.1
1,-212.15480645161185,0,0.0
1,-114.12093548386939,1,0.5
1,-223.49341935483835,0,0.1
1,-217.12903225806286,0,0.1
1,-178.58290322580802,0,0.5
1,-160.40577419354747,2,0.2
1,-126.36148387096829,1,0.4
1,-129.40251612903222,1,0.0
1,-206.6850967741946,0,0.2
1,-143.6118709677419,1,0.1
1,-186.95416129032233,1,0.6000000000000001
1,-111.06119354838552,0,0.8
1,-62.81480645161148,0,1.0
1,-25.58958064516125,0,0.4
1,-65.62906451612866,0,0.2
