683325,0.0,5,26,0.0,0.8,385.0
683326,0.0,20,0,0.0,0.8,1200.0
683327,0.0,18,13,0.0,0.8,1200.0
683328,0.0,3,28,0.0,0.8,155.0
683329,0.0,10,21,0.0,0.8,387.0
683330,0.0,7,24,0.0,0.8,451.0
683331,0.0,13,18,0.0,0.8,415.0
683332,0.0,9,22,0.0,0.8,376.0
683333,0.0,7,24,0.0,0.8,249.0
683334,0.0,4,27,0.0,0.8,228.0
683335,0.0,12,19,0.0,0.8,360.0
683336,0.0,9,22,0.0,0.8,216.0
683337,0.0,10,21,0.0,0.8,268.0
683338,0.0,16,15,0.0,0.8,1200.0
683339,0.0,8,23,0.0,0.8,311.0
683340,0.0,5,26,0.0,0.8,234.0
683341,0.0,14,0,0.0,0.8,1200.0
683342,0.0,8,23,0.0,0.8,386.0
683343,0.0,9,22,0.0,0.8,293.0
683344,0.0,16,14,0.0,0.8,1200.0
683345,0.0,1,30,0.0,0.8,56.0
683346,0.0,14,0,0.0,0.8,1200.0
683347,0.0,16,15,0.0,0.8,1200.0
683348,0.0,19,12,0.0,0.8,1200.0
683349,0.0,11,20,0.0,0.8,237.0
683350,0.0,7,24,0.0,0.8,433.0
683351,0.0,8,23,0.0,0.8,377.0
683352,0.0,11,20,0.0,0.8,360.0
683353,0.0,15,16,0.0,0.8,1200.0
683354,0.0,10,21,0.0,0.8,505.0
683355,0.0,12,19,0.0,0.8,442.0
683356,0.0,4,27,0.0,0.8,148.0
683357,0.0,7,24,0.0,0.8,199.0
683358,0.0,17,14,0.0,0.8,1200.0
683359,0.0,12,19,0.0,0.8,356.0
683360,0.0,10,21,0.0,0.8,339.0
683361,0.0,6,25,0.0,0.8,306.0
683362,0.0,7,24,0.0,0.8,399.0
683363,0.0,5,26,0.0,0.8,174.0
683364,0.0,9,22,0.0,0.8,204.0
683365,0.0,12,19,0.0,0.8,570.0
683366,0.0,20,0,0.0,0.8,1200.0
683367,0.0,12,19,0.0,0.8,250.0
683368,0.0,12,19,0.0,0.8,537.0
683369,0.0,16,15,0.0,0.8,1200.0
683370,0.0,11,20,0.0,0.8,299.0
683371,0.0,12,19,0.0,0.8,347.0
683372,0.0,14,17,0.0,0.8,1200.0
683373,0.0,5,26,0.0,0.8,321.0
683374,0.0,1,30,0.0,0.8,59.0
683375,0.0,14,0,0.0,0.8,1200.0
683376,0.0,13,18,0.0,0.8,362.0
683377,0.0,10,21,0.0,0.8,332.0
683378,0.0,21,10,0.0,0.8,1200.0
683379,0.0,9,22,0.0,0.8,274.0
683380,0.0,7,24,0.0,0.8,268.0
683381,0.0,8,23,0.0,0.8,290.0
683382,0.0,9,22,0.0,0.8,317.0
683383,0.0,13,18,0.0,0.8,333.0
683384,0.0,11,20,0.0,0.8,341.0
683385,0.0,11,20,0.0,0.8,468.0
683386,0.0,1,30,0.0,0.8,1200.0
683387,0.0,10,21,0.0,0.8,493.0
683388,0.0,15,16,0.0,0.8,1200.0
683389,0.0,12,19,0.0,0.8,559.0
683390,0.0,12,19,0.0,0.8,399.0
683391,0.0,10,21,0.0,0.8,229.0
683392,0.0,11,20,0.0,0.8,337.0
683393,0.0,13,18,0.0,0.8,665.0
683394,0.0,5,26,0.0,0.8,398.0
683395,0.0,12,19,0.0,0.8,364.0
683396,0.0,12,19,0.0,0.8,537.0
683397,0.0,8,23,0.0,0.8,339.0
683398,0.0,7,24,0.0,0.8,1200.0
683399,0.0,3,28,0.0,0.8,194.0
683400,0.0,10,21,0.0,0.8,265.0
683401,0.0,8,23,0.0,0.8,197.0
683402,0.0,3,28,0.0,0.8,210.0
683403,0.0,23,8,0.0,0.8,1200.0
683404,0.0,5,26,0.0,0.8,207.0
683405,0.0,8,23,0.0,0.8,1200.0
683406,0.0,12,19,0.0,0.8,416.0
683407,0.0,5,26,0.0,0.8,205.0
683408,0.0,3,28,0.0,0.8,259.0
683409,0.0,11,20,0.0,0.8,293.0
683410,0.0,7,24,0.0,0.8,196.0
683411,0.0,14,17,0.0,0.8,1200.0
683412,0.0,5,26,0.0,0.8,294.0
683413,0.0,7,24,0.0,0.8,429.0
683414,0.0,1,30,0.0,0.8,84.0
683415,0.0,13,18,0.0,0.8,1200.0
683416,0.0,6,25,0.0,0.8,176.0
683417,0.0,16,0,0.0,0.8,1200.0
683418,0.0,9,22,0.0,0.8,388.0
683419,0.0,10,21,0.0,0.8,524.0
683420,0.0,7,24,0.0,0.8,243.0
683421,0.0,10,21,0.0,0.8,425.0
683422,0.0,1,30,0.0,0.8,61.0
683423,0.0,1,30,0.0,0.8,90.0
683424,0.0,1,30,0.0,0.8,101.0
683425,0.0,7,24,0.0,0.8,307.0
683426,0.0,18,12,0.0,0.8,1200.0
683427,0.0,8,23,0.0,0.8,273.0
683428,0.0,9,22,0.0,0.8,385.0
683429,0.0,12,19,0.0,0.8,333.0
683430,0.0,7,24,0.0,0.8,363.0
683431,0.0,5,26,0.0,0.8,186.0
683432,0.0,9,22,0.0,0.8,586.0
683433,0.0,5,26,0.0,0.8,238.0
683434,0.0,10,21,0.0,0.8,442.0
683435,0.0,15,0,0.0,0.8,1200.0
683436,0.0,9,22,0.0,0.8,480.0
683437,0.0,18,13,0.0,0.8,1200.0
683438,0.0,9,22,0.0,0.8,572.0
683439,0.0,14,0,0.0,0.8,1200.0
683440,0.0,6,25,0.0,0.8,192.0
683441,0.0,12,19,0.0,0.8,332.0
683442,0.0,5,26,0.0,0.8,176.0
683443,0.0,10,21,0.0,0.8,541.0
683444,0.0,14,0,0.0,0.8,1200.0
683445,0.0,5,26,0.0,0.8,328.0
683446,0.0,14,0,0.0,0.8,1200.0
683447,0.0,7,24,0.0,0.8,205.0
683448,0.0,3,28,0.0,0.8,252.0
683449,0.0,9,22,0.0,0.8,249.0
683450,0.0,8,23,0.0,0.8,259.0
683451,0.0,4,27,0.0,0.8,187.0
683452,0.0,5,26,0.0,0.8,282.0
683453,0.0,9,22,0.0,0.8,503.0
683454,0.0,5,26,0.0,0.8,215.0
683455,0.0,12,19,0.0,0.8,569.0
683456,0.0,14,0,0.0,0.8,1200.0
683457,0.0,14,17,0.0,0.8,1200.0
683458,0.0,1,30,0.0,0.8,65.0
683459,0.0,14,0,0.0,0.8,1200.0
683460,0.0,8,23,0.0,0.8,305.0
683461,0.0,11,20,0.0,0.8,338.0
683462,0.0,2,29,0.0,0.8,105.0
683463,0.0,5,26,0.0,0.8,231.0
683464,0.0,6,25,0.0,0.8,268.0
683465,0.0,8,23,0.0,0.8,243.0
683466,0.0,11,20,0.0,0.8,288.0
683467,0.0,5,26,0.0,0.8,199.0
683468,0.0,9,22,0.0,0.8,240.0
683469,0.0,13,18,0.0,0.8,632.0
683470,0.0,16,15,0.0,0.8,1200.0
683471,0.0,10,21,0.0,0.8,355.0
683472,0.0,9,22,0.0,0.8,351.0
683473,0.0,6,25,0.0,0.8,199.0
683474,0.0,22,0,0.0,0.8,1200.0
683475,0.0,11,20,0.0,0.8,204.0
683476,0.0,9,22,0.0,0.8,357.0
683477,0.0,7,24,0.0,0.8,164.0
683478,0.0,12,19,0.0,0.8,323.0
